,index,date,comments
154,808368,2021-11-08,Understanding and communicative.
155,48878,2021-07-12,This is a really nice apartment with a really nice host! Great location!
156,678049,2020-12-31,"If you’re looking for a homey Airbnb in a terrific Brooklyn location, this is the place.  My husband and I came to Brooklyn to spend time at the birth of our first grandchild.  The plan was that I would then spend 3 weeks alone as I can work remotely. When we arrived, our hosts were as welcoming as one can be in a pandemic wearing masks and Jean had thoughtfully left a book out by Anna Quindlen called NANAVILLE, about her experience as a grandmother. Our Airbnb was on the second floor and our comings and goings were quite private. In fact, Jean and Aric respected our privacy completely yet were warm and friendly and made themselves thoroughly accessible when there was a question or a need. Their Airbnb manual was thorough and up to date, especially regarding where to find services in the city.  The bathroom has a lovely shower. The kitchen is small but quite well equipped. The only thing I missed was a microwave, because I like to reheat my coffee constantly throughout the workday. The flatscreen TV allowed access to all the streaming services I have at home and finally, the WiFi was excellent."
157,709250,2019-06-01,"My room was clean and fully furnished with modern Ikea furniture and stylish bedding ready to go upon my arrival. The host Mori who is an angel was very friendly and gave me a full tour of the building and the apartment. Upon greeting me she quickly explained the building rules and apt rules, trash days etc. She then walked me outside and told me about the neighborhood, being very specific on how to catch each train and where it would take me. She offered to get in touch with her if I ever locked myself out and explained there will be a $40 charge if she was far away and had to Uber back to help me (which I did unfortunately lock myself out on two occasions :/ but she saved my life and let me back in the building and didn't charge me). I really enjoyed my stay there and meeting everyone, and even though I had some complications with two of the residents there.. one during my stay, and the other after I moved out. They both talked to me and apologized and made things right again, so my review is an honest 5 star review and I will recommend this place to anyone who's looking for a private, relaxing stay in NYC, surrounded great food, shopping malls within walking distance, and easy commute by bus or train to anywhere in the city within 1 block distance. Thank you Haru, Hiro and Mori for all your help."
158,858308,2021-11-27,"I’m a Brooklyn native and was visiting home for the holidays. Juniors place was great! He was very accommodating and quick with communications. Next time I’m visiting home, I hope to stay with Junior again!"
159,827657,2021-06-20,Quiet neighborhood easy access to the room towels provided a/c was huge def during summer easy check out. Will be back
160,414924,2019-10-14,Good choice if you don’t need a lot of room. Easy to get to and check in.
161,324091,2021-10-15,"Miho’s home is beautiful, clean, peaceful, and located near many delicious restaurants and cafes. The room itself is quiet and cozy, and I slept well every night. I especially enjoyed meeting Miho and getting a chance to get to know her over some food and tea. As a former New Yorker, trust me when I say this is a real gem of a stay! I hope to be back someday. Thanks Miho!"
162,822913,2021-03-20,Best place ever booked. Privacy is there and quiet neighborhood. Always a pleasure staying over.
163,512016,2019-04-29,"Great place! A bit funky indeed, but so charming and a warm welcome after a day full of impressions. In the middle of Greenwich, the Village - the best of neighbourhoods to stay in NYC to our knowledge ... which isn’t based on a thorough investigation of all of NYC, of course! We just had such a good time there with our teenage daughters. We feel grateful for having spent a week there."
164,341387,2019-12-15,Neida was very sweet and a perfect host!
165,611037,2019-09-24,"A friend and I stayed in Elaina's place for the week, we weren't in the flat too much but when we were it was really good.<br/><br/>The room provides what it says, a double bed and a sofa bed with a good TV which has Netflix and a TV with loads of UK channels.<br/><br/>There is a communal area which the toilet, kitchen and a sofa area.<br/><br/>The kitchen provides pots, pans, dishes and a fridge.<br/><br/>The location Is really good, right near a station and has an authentic New York Hispanic feel to it.<br/><br/>You can find great little cafes there serving food.<br/><br/>Thanks for the hospitality!"
166,116351,2019-10-30,"Negatives: Upon entering, there was the smell of dead rodents - it dissipated after a day or two. There were frequent small cockroaches in the bedroom and the bathroom. There was a cigarette under the bed when I got there. Cobwebs in the stairwell. (The kitchen was very clean however!) The bedroom I rented was freezing at night. Positives: The other Airbnb travelers were very sweet and accommodating and sociable. There are spaces for each roomie to store their own groceries and toiletries."
167,460639,2020-07-14,
168,149225,2019-02-09,"Suzette was extremely hospitable and great to communicate with. Check in was super easy and everything was just as described in the listing. So convenient for public transportation, groceries, bars, restaurants, etc. I would definitely recommend staying here if you’re visiting Brooklyn."
169,683439,2019-02-04,"Loved my stay here ! A lot of yummy places near by , and subway is very close !"
170,804356,2021-08-31,"This place is very nice, clean and quiet, it has more than you could ever need. The room was spacious and bathroom was impeccable. It is better than a hotel room. It was a great experience for my first trip to NY. Definitely I would stay again here."
